AFS PO Number,AFS Line,Plant,Division,Line,Product Group,Vendor Name,Material,PO_Create_Date,NDC_Date,Planned_Ship_Date,Actual_Ship_Date,Transit_Mode,Transit_Time_Days,Expected_Arrival_Date,Reason_Code,Units,Late
PO000303,5,1003,1,Mainline,APP,Crimson Stitch Co,MAT00107,2025-05-12,2025-08-09,2025-06-23,2025-06-23,Truck,14,2025-07-07,Uncontrollable,1336,No
PO000304,7,3001,1,Mainline,RTW,Falcon Garments,MAT00043,2025-05-17,2025-08-17,2025-06-28,2025-07-07,Truck,11,2025-07-18,Factory_Delay,139,No
PO000305,4,2001,1,Mainline,RTW,Delta Footwear,MAT00030,2025-05-23,2025-07-07,2025-05-27,2025-06-03,Truck,10,2025-06-13,Transport_Disruption,510,No
PO000306,2,2002,2,Outlet,APP,EverGreen Fabrics,MAT00029,2025-05-20,2025-07-13,2025-05-29,2025-06-11,Sea,50,2025-07-31,Material_Delay,833,Yes
PO000307,2,2002,2,Mainline,ACC,EverGreen Fabrics,MAT00087,2025-06-03,2025-07-15,2025-06-05,2025-06-13,Truck,10,2025-06-23,Transport_Disruption,890,No
PO000308,7,1003,1,Mainline,HBG,Crimson Stitch Co,MAT00020,2025-05-09,2025-07-09,2025-05-23,2025-05-29,Sea,41,2025-07-09,Factory_Delay,687,No
PO000309,3,2002,1,Mainline,APP,EverGreen Fabrics,MAT00034,2025-05-13,2025-07-23,2025-06-11,2025-06-22,Sea,47,2025-08-08,Factory_Delay,464,Yes
PO000310,3,2002,2,Mainline,SHO,EverGreen Fabrics,MAT00002,2025-05-02,2025-07-30,2025-06-17,2025-06-27,Truck,13,2025-07-10,Transport_Disruption,294,No
PO000311,7,1003,1,Mainline,RTW,Crimson Stitch Co,MAT00004,2025-05-07,2025-07-01,2025-05-13,2025-05-16,Sea,49,2025-07-04,Factory_Delay,1254,Yes
PO000312,2,1002,1,Mainline,ACC,BlueOcean Textiles,MAT00026,2025-05-11,2025-07-19,2025-05-31,2025-05-31,Truck,9,2025-06-09,Transport_Disruption,539,No
PO000313,3,1001,2,Outlet,SHO,Alpha Apparel Ltd,MAT00060,2025-05-30,2025-09-20,2025-08-06,2025-08-13,Air,4,2025-08-17,Factory_Delay,894,No
PO000314,1,3001,1,Mainline,RTW,Falcon Garments,MAT00022,2025-05-20,2025-07-15,2025-06-03,2025-06-11,Sea,43,2025-07-24,Uncontrollable,1395,Yes
PO000315,4,1001,1,Mainline,HBG,Alpha Apparel Ltd,MAT00098,2025-05-20,2025-07-27,2025-06-08,2025-06-10,Sea,49,2025-07-29,Material_Delay,618,Yes
PO000316,6,1002,1,Outlet,APP,BlueOcean Textiles,MAT00084,2025-05-24,2025-07-13,2025-06-02,2025-06-13,Truck,14,2025-06-27,Material_Delay,723,No
PO000317,2,2001,1,Outlet,RTW,Delta Footwear,MAT00036,2025-05-22,2025-09-06,2025-07-21,2025-07-30,Sea,40,2025-09-08,Transport_Disruption,244,Yes
PO000318,7,2002,1,Mainline,APP,EverGreen Fabrics,MAT00021,2025-05-14,2025-08-29,2025-07-15,2025-07-19,Air,8,2025-07-27,Transport_Disruption,1474,No
PO000319,1,3001,2,Mainline,RTW,Falcon Garments,MAT00027,2025-05-23,2025-09-07,2025-07-29,2025-08-01,Sea,40,2025-09-10,Factory_Delay,239,Yes
PO000320,7,2002,2,Mainline,HBG,EverGreen Fabrics,MAT00029,2025-05-06,2025-06-29,2025-05-15,2025-05-26,Air,6,2025-06-01,Transport_Disruption,121,No
PO000321,7,1001,1,Mainline,ACC,Alpha Apparel Ltd,MAT00039,2025-05-24,2025-09-05,2025-07-22,2025-07-24,Sea,35,2025-08-28,Internal_Delay,755,No
PO000322,5,2001,1,Mainline,ACC,Delta Footwear,MAT00033,2025-05-03,2025-07-31,2025-06-13,2025-06-23,Sea,38,2025-07-31,Transport_Disruption,325,No
PO000323,1,2001,1,Outlet,ACC,Delta Footwear,MAT00045,2025-05-13,2025-06-24,2025-05-13,2025-05-31,Truck,9,2025-06-09,Factory_Delay,1273,No
PO000324,2,1002,1,Mainline,ACC,BlueOcean Textiles,MAT00077,2025-05-28,2025-07-05,2025-05-19,2025-05-20,Truck,9,2025-05-29,Transport_Disruption,829,No
PO000325,7,3001,1,Mainline,ACC,Falcon Garments,MAT00038,2025-06-03,2025-08-14,2025-06-27,2025-06-29,Sea,35,2025-08-03,Transport_Disruption,1305,No
PO000326,3,2001,2,Mainline,ACC,Delta Footwear,MAT00103,2025-05-04,2025-06-27,2025-05-17,2025-05-17,Sea,37,2025-06-23,Internal_Delay,1494,No
PO000327,6,2002,1,Mainline,HBG,EverGreen Fabrics,MAT00054,2025-05-04,2025-08-16,2025-06-27,2025-06-29,Sea,47,2025-08-15,Transport_Disruption,840,No
PO000328,2,2001,1,Mainline,HBG,Delta Footwear,MAT00054,2025-05-29,2025-09-18,2025-07-30,2025-07-31,Sea,48,2025-09-17,Material_Delay,397,No
PO000329,1,1003,1,Mainline,RTW,Crimson Stitch Co,MAT00045,2025-05-15,2025-09-10,2025-07-24,2025-08-08,Sea,44,2025-09-21,Factory_Delay,471,Yes
PO000330,7,1001,2,Mainline,SHO,Alpha Apparel Ltd,MAT00041,2025-05-10,2025-06-18,2025-05-07,2025-05-18,Sea,40,2025-06-27,Transport_Disruption,869,Yes
PO000331,1,1001,1,Mainline,APP,Alpha Apparel Ltd,MAT00017,2025-05-04,2025-07-15,2025-05-31,2025-06-18,Truck,9,2025-06-27,Factory_Delay,969,No
PO000332,3,2001,1,Mainline,ACC,Delta Footwear,MAT00032,2025-05-14,2025-06-30,2025-05-13,2025-05-26,Sea,38,2025-07-03,Factory_Delay,470,Yes
PO000333,1,3001,2,Mainline,APP,Falcon Garments,MAT00030,2025-05-30,2025-07-20,2025-06-10,2025-06-13,Sea,49,2025-08-01,Internal_Delay,302,Yes
PO000334,1,1002,2,Mainline,APP,BlueOcean Textiles,MAT00072,2025-05-24,2025-09-16,2025-07-30,2025-08-13,Sea,39,2025-09-21,Material_Delay,82,Yes
PO000335,2,2002,2,Mainline,HBG,EverGreen Fabrics,MAT00021,2025-05-12,2025-07-09,2025-05-20,2025-05-30,Sea,46,2025-07-15,Transport_Disruption,323,Yes
PO000336,3,1003,1,Outlet,SHO,Crimson Stitch Co,MAT00033,2025-05-31,2025-07-10,2025-05-24,2025-05-24,Sea,36,2025-06-29,Factory_Delay,654,No
PO000337,6,1002,2,Mainline,HBG,BlueOcean Textiles,MAT00057,2025-05-21,2025-08-13,2025-07-04,2025-08-07,Sea,41,2025-09-17,Uncontrollable,482,Yes
PO000338,1,1002,1,Mainline,RTW,BlueOcean Textiles,MAT00042,2025-06-01,2025-08-28,2025-07-18,2025-08-02,Sea,41,2025-09-12,Material_Delay,974,Yes
PO000339,3,1003,1,Mainline,ACC,Crimson Stitch Co,MAT00006,2025-05-12,2025-07-18,2025-05-31,2025-06-01,Sea,37,2025-07-08,Internal_Delay,646,No
PO000340,3,2002,1,Mainline,ACC,EverGreen Fabrics,MAT00009,2025-05-14,2025-08-28,2025-07-13,2025-07-17,Sea,40,2025-08-26,Factory_Delay,275,No
PO000341,1,3001,1,Mainline,HBG,Falcon Garments,MAT00010,2025-05-16,2025-08-25,2025-07-13,2025-07-26,Sea,38,2025-09-02,Material_Delay,938,Yes
PO000342,7,1003,1,Outlet,HBG,Crimson Stitch Co,MAT00018,2025-05-13,2025-07-24,2025-06-05,2025-06-13,Sea,46,2025-07-29,Transport_Disruption,228,Yes
PO000343,3,1001,1,Mainline,HBG,Alpha Apparel Ltd,MAT00068,2025-06-03,2025-09-07,2025-07-28,2025-07-30,Sea,47,2025-09-15,Transport_Disruption,197,Yes
PO000344,6,1002,2,Mainline,RTW,BlueOcean Textiles,MAT00047,2025-05-12,2025-08-26,2025-07-08,2025-07-18,Sea,37,2025-08-24,Transport_Disruption,84,No
PO000345,7,2002,1,Outlet,RTW,EverGreen Fabrics,MAT00044,2025-05-24,2025-08-26,2025-07-09,2025-07-14,Sea,46,2025-08-29,Transport_Disruption,488,Yes
PO000346,4,2001,2,Mainline,APP,Delta Footwear,MAT00052,2025-05-26,2025-08-03,2025-06-19,2025-06-29,Sea,40,2025-08-08,Material_Delay,711,Yes
PO000347,4,1003,1,Mainline,APP,Crimson Stitch Co,MAT00055,2025-05-22,2025-09-13,2025-08-03,2025-08-28,Sea,41,2025-10-08,Uncontrollable,1425,Yes
PO000348,6,2002,1,Mainline,HBG,EverGreen Fabrics,MAT00021,2025-05-23,2025-09-20,2025-08-02,2025-08-04,Truck,9,2025-08-13,Factory_Delay,731,No
PO000349,7,1002,1,Mainline,ACC,BlueOcean Textiles,MAT00009,2025-05-31,2025-07-20,2025-06-09,2025-06-17,Sea,40,2025-07-27,Material_Delay,678,Yes
PO000350,4,1001,1,Mainline,SHO,Alpha Apparel Ltd,MAT00041,2025-05-06,2025-08-18,2025-07-07,2025-07-09,Sea,45,2025-08-23,Factory_Delay,883,Yes
PO000351,3,2002,1,Mainline,SHO,EverGreen Fabrics,MAT00064,2025-05-24,2025-07-27,2025-06-07,2025-06-19,Sea,37,2025-07-26,Factory_Delay,772,No
PO000352,1,3001,2,Mainline,ACC,Falcon Garments,MAT00097,2025-06-03,2025-09-20,2025-08-08,2025-08-16,Sea,47,2025-10-02,Factory_Delay,94,Yes
PO000353,6,2002,1,Mainline,ACC,EverGreen Fabrics,MAT00039,2025-05-31,2025-07-09,2025-05-28,2025-06-01,Truck,10,2025-06-11,Factory_Delay,240,No
PO000354,1,2002,2,Outlet,ACC,EverGreen Fabrics,MAT00052,2025-05-05,2025-06-08,2025-04-22,2025-04-22,Truck,10,2025-05-02,Internal_Delay,987,No
PO000355,5,1002,1,Mainline,ACC,BlueOcean Textiles,MAT00063,2025-05-09,2025-06-18,2025-05-01,2025-05-01,Air,4,2025-05-05,Uncontrollable,357,No
PO000356,7,1002,1,Outlet,RTW,BlueOcean Textiles,MAT00023,2025-05-29,2025-09-13,2025-08-03,2025-08-03,Truck,15,2025-08-18,Internal_Delay,848,No
PO000357,2,2001,1,Mainline,SHO,Delta Footwear,MAT00025,2025-05-13,2025-08-20,2025-07-03,2025-07-24,Truck,9,2025-08-02,Material_Delay,1005,No
PO000358,3,3001,1,Outlet,HBG,Falcon Garments,MAT00068,2025-05-15,2025-09-10,2025-07-28,2025-07-29,Sea,37,2025-09-04,Internal_Delay,919,No
PO000359,4,3001,1,Mainline,ACC,Falcon Garments,MAT00072,2025-05-18,2025-09-04,2025-07-19,2025-08-02,Truck,8,2025-08-10,Material_Delay,597,No
PO000360,1,3001,1,Outlet,RTW,Falcon Garments,MAT00025,2025-05-17,2025-07-31,2025-06-18,2025-06-26,Sea,48,2025-08-13,Factory_Delay,1357,Yes
PO000361,3,1003,2,Mainline,SHO,Crimson Stitch Co,MAT00048,2025-05-21,2025-08-12,2025-06-30,2025-07-12,Truck,7,2025-07-19,Factory_Delay,718,No
PO000362,7,3001,1,Outlet,RTW,Falcon Garments,MAT00104,2025-05-07,2025-07-02,2025-05-13,2025-05-18,Truck,13,2025-05-31,Material_Delay,1196,No
PO000363,3,1002,1,Mainline,APP,BlueOcean Textiles,MAT00037,2025-05-17,2025-08-02,2025-06-17,2025-06-21,Truck,7,2025-06-28,Uncontrollable,941,No
PO000364,4,1002,1,Outlet,ACC,BlueOcean Textiles,MAT00015,2025-05-08,2025-08-24,2025-07-07,2025-07-07,Truck,8,2025-07-15,Transport_Disruption,1033,No
PO000365,5,3001,2,Mainline,SHO,Falcon Garments,MAT00062,2025-05-15,2025-08-30,2025-07-19,2025-07-26,Sea,50,2025-09-14,Factory_Delay,814,Yes
PO000366,1,3001,1,Mainline,SHO,Falcon Garments,MAT00081,2025-05-14,2025-09-09,2025-07-28,2025-07-30,Sea,47,2025-09-15,Material_Delay,806,Yes
PO000367,6,1003,2,Outlet,HBG,Crimson Stitch Co,MAT00043,2025-05-17,2025-09-03,2025-07-24,2025-08-02,Truck,7,2025-08-09,Factory_Delay,1048,No
PO000368,1,2002,1,Mainline,ACC,EverGreen Fabrics,MAT00105,2025-05-09,2025-08-15,2025-07-05,2025-07-15,Sea,38,2025-08-22,Factory_Delay,1415,Yes
PO000369,6,3001,2,Outlet,ACC,Falcon Garments,MAT00110,2025-06-02,2025-07-19,2025-06-05,2025-06-07,Sea,36,2025-07-13,Uncontrollable,1356,No
PO000370,3,1003,1,Outlet,HBG,Crimson Stitch Co,MAT00055,2025-05-06,2025-08-05,2025-06-17,2025-06-24,Sea,42,2025-08-05,Factory_Delay,674,No
PO000371,5,1002,1,Outlet,ACC,BlueOcean Textiles,MAT00039,2025-05-17,2025-09-02,2025-07-15,2025-07-19,Sea,44,2025-09-01,Internal_Delay,1369,No
PO000372,6,3001,2,Outlet,HBG,Falcon Garments,MAT00052,2025-05-29,2025-07-18,2025-06-07,2025-06-16,Sea,46,2025-08-01,Material_Delay,1371,Yes
PO000373,3,1003,1,Outlet,ACC,Crimson Stitch Co,MAT00038,2025-05-08,2025-08-10,2025-06-26,2025-07-05,Sea,37,2025-08-11,Factory_Delay,623,Yes
PO000374,6,2002,2,Outlet,RTW,EverGreen Fabrics,MAT00041,2025-06-03,2025-09-05,2025-07-18,2025-07-19,Sea,48,2025-09-05,Factory_Delay,520,No
PO000375,1,3001,2,Outlet,ACC,Falcon Garments,MAT00057,2025-06-03,2025-08-06,2025-06-18,2025-06-26,Sea,37,2025-08-02,Factory_Delay,946,No
PO000376,3,2002,2,Mainline,RTW,EverGreen Fabrics,MAT00054,2025-05-26,2025-09-12,2025-07-24,2025-07-31,Sea,35,2025-09-04,Internal_Delay,584,No
PO000377,7,2001,1,Mainline,SHO,Delta Footwear,MAT00046,2025-05-04,2025-08-19,2025-07-06,2025-07-08,Sea,46,2025-08-23,Transport_Disruption,1223,Yes
PO000378,1,2001,1,Mainline,SHO,Delta Footwear,MAT00070,2025-05-19,2025-07-05,2025-05-21,2025-06-03,Sea,44,2025-07-17,Material_Delay,510,Yes
PO000379,7,2001,2,Outlet,APP,Delta Footwear,MAT00109,2025-05-27,2025-08-21,2025-07-06,2025-07-12,Air,8,2025-07-20,Factory_Delay,1227,No
PO000380,3,1003,1,Mainline,HBG,Crimson Stitch Co,MAT00041,2025-05-23,2025-08-31,2025-07-14,2025-07-18,Sea,45,2025-09-01,Internal_Delay,666,Yes
PO000381,1,2002,1,Mainline,SHO,EverGreen Fabrics,MAT00071,2025-05-26,2025-07-24,2025-06-07,2025-06-11,Air,5,2025-06-16,Transport_Disruption,105,No
PO000382,1,3001,2,Mainline,ACC,Falcon Garments,MAT00058,2025-05-02,2025-07-06,2025-05-18,2025-05-18,Sea,41,2025-06-28,Internal_Delay,493,No
PO000383,6,1002,1,Mainline,RTW,BlueOcean Textiles,MAT00048,2025-05-24,2025-08-01,2025-06-19,2025-07-02,Sea,46,2025-08-17,Material_Delay,1391,Yes
PO000384,1,2001,2,Mainline,SHO,Delta Footwear,MAT00075,2025-05-21,2025-07-10,2025-05-22,2025-05-24,Sea,47,2025-07-10,Internal_Delay,962,No
PO000385,2,1002,1,Outlet,SHO,BlueOcean Textiles,MAT00017,2025-05-09,2025-06-21,2025-05-02,2025-05-10,Sea,49,2025-06-28,Factory_Delay,156,Yes
PO000386,4,1001,1,Mainline,APP,Alpha Apparel Ltd,MAT00101,2025-05-19,2025-09-15,2025-07-30,2025-08-07,Sea,48,2025-09-24,Material_Delay,141,Yes
PO000387,1,1002,2,Mainline,HBG,BlueOcean Textiles,MAT00042,2025-05-19,2025-07-04,2025-05-15,2025-05-31,Truck,9,2025-06-09,Material_Delay,1381,No
PO000388,4,2002,1,Mainline,APP,EverGreen Fabrics,MAT00016,2025-05-24,2025-08-22,2025-07-08,2025-07-12,Sea,44,2025-08-25,Material_Delay,1191,Yes
PO000389,2,2002,1,Mainline,APP,EverGreen Fabrics,MAT00080,2025-05-07,2025-08-22,2025-07-13,2025-07-18,Sea,38,2025-08-25,Factory_Delay,1012,Yes
PO000390,4,2001,2,Outlet,APP,Delta Footwear,MAT00030,2025-05-12,2025-09-08,2025-07-20,2025-08-05,Sea,36,2025-09-10,Transport_Disruption,797,Yes
PO000391,2,2002,1,Mainline,SHO,EverGreen Fabrics,MAT00106,2025-05-09,2025-09-02,2025-07-20,2025-08-01,Truck,9,2025-08-10,Material_Delay,1256,No
PO000392,4,1002,2,Mainline,ACC,BlueOcean Textiles,MAT00034,2025-05-06,2025-08-20,2025-07-04,2025-07-08,Sea,45,2025-08-22,Factory_Delay,1319,Yes
PO000393,6,2002,1,Mainline,ACC,EverGreen Fabrics,MAT00006,2025-05-20,2025-07-15,2025-05-30,2025-06-09,Sea,50,2025-07-29,Factory_Delay,1460,Yes
PO000394,2,2002,2,Mainline,ACC,EverGreen Fabrics,MAT00093,2025-05-06,2025-06-21,2025-05-11,2025-05-21,Sea,45,2025-07-05,Factory_Delay,471,Yes
PO000395,2,2002,1,Outlet,SHO,EverGreen Fabrics,MAT00012,2025-06-03,2025-08-12,2025-07-02,2025-07-06,Sea,46,2025-08-21,Transport_Disruption,920,Yes
PO000396,4,1002,1,Mainline,HBG,BlueOcean Textiles,MAT00004,2025-05-18,2025-08-24,2025-07-07,2025-07-11,Truck,8,2025-07-19,Uncontrollable,823,No
PO000397,5,1003,1,Mainline,APP,Crimson Stitch Co,MAT00073,2025-05-02,2025-06-08,2025-04-28,2025-04-29,Truck,14,2025-05-13,Material_Delay,853,No
PO000398,5,1002,1,Mainline,SHO,BlueOcean Textiles,MAT00085,2025-05-22,2025-07-11,2025-05-23,2025-05-31,Truck,13,2025-06-13,Factory_Delay,184,No
PO000399,1,1001,2,Outlet,RTW,Alpha Apparel Ltd,MAT00044,2025-05-22,2025-08-03,2025-06-23,2025-07-05,Truck,14,2025-07-19,Uncontrollable,315,No
PO000400,5,3001,1,Mainline,HBG,Falcon Garments,MAT00059,2025-05-18,2025-08-11,2025-06-30,2025-07-08,Truck,15,2025-07-23,Material_Delay,1253,No
PO000401,2,1002,1,Mainline,SHO,BlueOcean Textiles,MAT00057,2025-05-23,2025-07-22,2025-06-08,2025-06-15,Sea,36,2025-07-21,Material_Delay,645,No
PO000402,3,1003,1,Mainline,RTW,Crimson Stitch Co,MAT00030,2025-05-10,2025-09-03,2025-07-18,2025-08-05,Truck,10,2025-08-15,Uncontrollable,1234,No
PO000403,7,2002,2,Mainline,ACC,EverGreen Fabrics,MAT00082,2025-05-30,2025-07-17,2025-06-06,2025-06-07,Air,8,2025-06-15,Internal_Delay,1066,No
PO000404,2,1001,1,Mainline,RTW,Alpha Apparel Ltd,MAT00083,2025-05-29,2025-06-30,2025-05-20,2025-05-23,Sea,49,2025-07-11,Material_Delay,947,Yes
PO000405,3,2001,2,Mainline,APP,Delta Footwear,MAT00002,2025-05-07,2025-07-01,2025-05-21,2025-05-27,Truck,11,2025-06-07,Transport_Disruption,1470,No
PO000406,5,1003,2,Mainline,RTW,Crimson Stitch Co,MAT00110,2025-05-15,2025-06-20,2025-05-08,2025-05-11,Sea,49,2025-06-29,Material_Delay,759,Yes
PO000407,1,2001,1,Mainline,RTW,Delta Footwear,MAT00023,2025-05-29,2025-09-20,2025-08-01,2025-08-09,Sea,47,2025-09-25,Uncontrollable,304,Yes
PO000408,4,2002,1,Mainline,SHO,EverGreen Fabrics,MAT00101,2025-06-02,2025-07-10,2025-05-25,2025-06-02,Sea,42,2025-07-14,Uncontrollable,148,Yes
PO000409,5,1002,2,Outlet,SHO,BlueOcean Textiles,MAT00109,2025-05-14,2025-08-26,2025-07-16,2025-07-18,Sea,39,2025-08-26,Material_Delay,817,No
PO000410,3,1002,1,Mainline,RTW,BlueOcean Textiles,MAT00093,2025-05-19,2025-08-10,2025-06-23,2025-07-03,Air,5,2025-07-08,Factory_Delay,897,No
PO000411,4,1001,1,Mainline,RTW,Alpha Apparel Ltd,MAT00067,2025-05-09,2025-08-07,2025-06-22,2025-07-05,Sea,43,2025-08-17,Factory_Delay,1328,Yes
PO000412,5,1002,2,Mainline,APP,BlueOcean Textiles,MAT00069,2025-06-03,2025-07-03,2025-05-20,2025-05-22,Sea,45,2025-07-06,Transport_Disruption,908,Yes
PO000413,3,3001,2,Mainline,HBG,Falcon Garments,MAT00062,2025-05-23,2025-07-13,2025-05-27,2025-06-02,Sea,42,2025-07-14,Transport_Disruption,296,Yes
PO000414,6,1003,1,Outlet,HBG,Crimson Stitch Co,MAT00090,2025-05-16,2025-08-10,2025-07-01,2025-07-01,Sea,46,2025-08-16,Material_Delay,975,Yes
PO000415,4,1003,1,Mainline,HBG,Crimson Stitch Co,MAT00049,2025-05-12,2025-08-04,2025-06-19,2025-06-27,Truck,11,2025-07-08,Material_Delay,1157,No
PO000416,7,2001,1,Mainline,HBG,Delta Footwear,MAT00037,2025-05-13,2025-06-30,2025-05-12,2025-05-21,Sea,38,2025-06-28,Factory_Delay,869,No
PO000417,3,2002,1,Mainline,RTW,EverGreen Fabrics,MAT00068,2025-06-03,2025-09-06,2025-07-22,2025-07-22,Sea,44,2025-09-04,Factory_Delay,443,No
PO000418,2,3001,1,Outlet,RTW,Falcon Garments,MAT00008,2025-05-01,2025-08-16,2025-07-01,2025-07-03,Sea,35,2025-08-07,Internal_Delay,118,No
PO000419,2,1001,1,Mainline,ACC,Alpha Apparel Ltd,MAT00063,2025-05-19,2025-08-06,2025-06-17,2025-07-01,Truck,10,2025-07-11,Factory_Delay,1451,No
PO000420,4,1002,1,Outlet,SHO,BlueOcean Textiles,MAT00091,2025-05-21,2025-09-07,2025-07-26,2025-08-26,Sea,40,2025-10-05,Uncontrollable,743,Yes
PO000421,1,2001,1,Mainline,HBG,Delta Footwear,MAT00093,2025-05-19,2025-08-21,2025-07-04,2025-07-04,Truck,12,2025-07-16,Internal_Delay,104,No
PO000422,4,2001,1,Outlet,ACC,Delta Footwear,MAT00077,2025-05-23,2025-09-02,2025-07-14,2025-07-14,Air,5,2025-07-19,Transport_Disruption,91,No
PO000423,3,2001,2,Mainline,SHO,Delta Footwear,MAT00063,2025-05-19,2025-07-04,2025-05-19,2025-06-03,Sea,38,2025-07-11,Uncontrollable,473,Yes
PO000424,5,2001,2,Outlet,APP,Delta Footwear,MAT00068,2025-05-24,2025-07-21,2025-06-09,2025-06-09,Sea,39,2025-07-18,Factory_Delay,1219,No
PO000425,2,1001,1,Mainline,ACC,Alpha Apparel Ltd,MAT00099,2025-05-23,2025-09-10,2025-07-22,2025-08-09,Sea,47,2025-09-25,Material_Delay,468,Yes
PO000426,6,1003,1,Outlet,HBG,Crimson Stitch Co,MAT00085,2025-05-01,2025-06-09,2025-04-30,2025-05-06,Sea,46,2025-06-21,Factory_Delay,903,Yes
PO000427,2,3001,1,Outlet,ACC,Falcon Garments,MAT00039,2025-05-29,2025-09-17,2025-08-05,2025-08-07,Sea,40,2025-09-16,Transport_Disruption,560,No
PO000428,1,1003,2,Mainline,ACC,Crimson Stitch Co,MAT00035,2025-05-18,2025-06-21,2025-05-05,2025-05-13,Sea,46,2025-06-28,Internal_Delay,1277,Yes
PO000429,2,1003,1,Mainline,APP,Crimson Stitch Co,MAT00038,2025-05-04,2025-08-20,2025-07-08,2025-07-16,Sea,46,2025-08-31,Factory_Delay,957,Yes
PO000430,7,1002,2,Mainline,APP,BlueOcean Textiles,MAT00017,2025-05-04,2025-08-12,2025-07-01,2025-07-07,Sea,41,2025-08-17,Transport_Disruption,168,Yes
PO000431,2,3001,1,Outlet,ACC,Falcon Garments,MAT00034,2025-05-15,2025-08-30,2025-07-16,2025-07-16,Sea,44,2025-08-29,Internal_Delay,558,No
PO000432,4,2002,1,Mainline,SHO,EverGreen Fabrics,MAT00004,2025-05-10,2025-09-04,2025-07-16,2025-07-22,Truck,15,2025-08-06,Factory_Delay,766,No
PO000433,3,2002,1,Outlet,ACC,EverGreen Fabrics,MAT00099,2025-05-03,2025-08-08,2025-06-27,2025-07-01,Sea,43,2025-08-13,Material_Delay,1369,Yes
PO000434,5,2001,2,Mainline,HBG,Delta Footwear,MAT00036,2025-05-17,2025-06-17,2025-05-06,2025-05-14,Sea,46,2025-06-29,Internal_Delay,220,Yes
PO000435,3,1002,1,Mainline,ACC,BlueOcean Textiles,MAT00099,2025-05-12,2025-09-06,2025-07-22,2025-08-01,Air,4,2025-08-05,Transport_Disruption,1130,No
PO000436,6,2002,1,Mainline,SHO,EverGreen Fabrics,MAT00011,2025-05-07,2025-07-31,2025-06-20,2025-07-02,Sea,42,2025-08-13,Transport_Disruption,592,Yes
PO000437,3,2002,1,Mainline,HBG,EverGreen Fabrics,MAT00063,2025-06-01,2025-07-20,2025-06-08,2025-06-25,Sea,47,2025-08-11,Factory_Delay,444,Yes
PO000438,6,2002,1,Mainline,SHO,EverGreen Fabrics,MAT00086,2025-05-20,2025-09-15,2025-07-27,2025-07-27,Sea,38,2025-09-03,Internal_Delay,1362,No
PO000439,6,1002,1,Mainline,RTW,BlueOcean Textiles,MAT00037,2025-05-30,2025-08-31,2025-07-21,2025-07-27,Sea,36,2025-09-01,Factory_Delay,563,Yes
PO000440,6,2002,1,Mainline,APP,EverGreen Fabrics,MAT00053,2025-05-20,2025-07-12,2025-06-02,2025-06-10,Sea,44,2025-07-24,Material_Delay,177,Yes
PO000441,7,1002,2,Mainline,RTW,BlueOcean Textiles,MAT00087,2025-05-28,2025-08-18,2025-07-08,2025-07-22,Truck,9,2025-07-31,Material_Delay,1112,No
PO000442,4,3001,1,Mainline,APP,Falcon Garments,MAT00011,2025-06-02,2025-08-28,2025-07-19,2025-07-25,Truck,12,2025-08-06,Transport_Disruption,1119,No
PO000443,2,1003,1,Mainline,ACC,Crimson Stitch Co,MAT00065,2025-05-31,2025-07-27,2025-06-13,2025-06-18,Sea,36,2025-07-24,Internal_Delay,259,No
PO000444,6,2001,1,Outlet,HBG,Delta Footwear,MAT00002,2025-06-03,2025-08-31,2025-07-17,2025-08-12,Sea,46,2025-09-27,Uncontrollable,725,Yes
PO000445,6,2002,1,Outlet,HBG,EverGreen Fabrics,MAT00003,2025-05-10,2025-06-13,2025-05-03,2025-05-14,Sea,42,2025-06-25,Transport_Disruption,1334,Yes
PO000446,6,1003,1,Mainline,ACC,Crimson Stitch Co,MAT00052,2025-05-31,2025-07-12,2025-05-30,2025-06-20,Sea,36,2025-07-26,Uncontrollable,487,Yes
PO000447,3,3001,1,Mainline,HBG,Falcon Garments,MAT00011,2025-05-08,2025-06-14,2025-04-25,2025-04-30,Sea,50,2025-06-19,Transport_Disruption,1344,Yes
PO000448,6,1002,2,Outlet,APP,BlueOcean Textiles,MAT00084,2025-05-22,2025-08-30,2025-07-17,2025-08-03,Sea,40,2025-09-12,Material_Delay,461,Yes
PO000449,6,3001,2,Mainline,HBG,Falcon Garments,MAT00091,2025-05-24,2025-09-07,2025-07-28,2025-08-11,Truck,11,2025-08-22,Material_Delay,603,No
PO000450,7,1002,1,Mainline,SHO,BlueOcean Textiles,MAT00025,2025-05-09,2025-07-04,2025-05-15,2025-05-20,Sea,43,2025-07-02,Factory_Delay,1198,No
PO000451,3,3001,1,Mainline,SHO,Falcon Garments,MAT00058,2025-05-18,2025-09-11,2025-07-24,2025-08-04,Sea,35,2025-09-08,Factory_Delay,1282,No
PO000452,3,1001,1,Outlet,HBG,Alpha Apparel Ltd,MAT00003,2025-05-11,2025-09-05,2025-07-22,2025-07-29,Sea,47,2025-09-14,Transport_Disruption,498,Yes
PO000453,7,1002,2,Mainline,ACC,BlueOcean Textiles,MAT00081,2025-05-15,2025-06-29,2025-05-18,2025-05-27,Air,8,2025-06-04,Material_Delay,446,No
PO000454,2,1003,1,Mainline,SHO,Crimson Stitch Co,MAT00050,2025-05-23,2025-08-31,2025-07-22,2025-08-08,Sea,35,2025-09-12,Material_Delay,210,Yes
